"mz_rt"	"1_extr-ctrl--extr-ctrl-_1"	"2_extr-ctrl--extr-ctrl-_2"	"3_extr-ctrl--extr-ctrl-_3"	"4_extr-ctrl--extr-ctrl-_4"	"10_exudate-0d_2"	"11_exudate-0d_3"	"12_exudate-0d_4"	"9_exudate-0d_1"	"25_exudate-12d_1"	"26_exudate-12d_2"	"27_exudate-12d_3"	"28_exudate-12d_4"	"13_exudate-3d_1"	"14_exudate-3d_2"	"15_exudate-3d_3"	"16_exudate-3d_4"	"17_exudate-6d_1"	"18_exudate-6d_2"	"19_exudate-6d_3"	"20_exudate-6d_4"	"21_exudate-9d_1"	"22_exudate-9d_2"	"23_exudate-9d_3"	"24_exudate-9d_4"	"5_exudate-med-ctrl-_1"	"6_exudate-med-ctrl-_2"	"7_exudate-med-ctrl-_3"	"8_exudate-med-ctrl-_4"	"33_pellet-0d_1"	"34_pellet-0d_2"	"35_pellet-0d_3"	"36_pellet-0d_4"	"49_pellet-12d_1"	"50_pellet-12d_2"	"51_pellet-12d_3"	"52_pellet-12d_4"	"37_pellet-3d_1"	"38_pellet-3d_2"	"39_pellet-3d_3"	"40_pellet-3d_4"	"41_pellet-6d_1"	"42_pellet-6d_2"	"43_pellet-6d_3"	"44_pellet-6d_4"	"45_pellet-9d_1"	"46_pellet-9d_2"	"47_pellet-9d_3"	"48_pellet-9d_4"	"29_pellet-med-ctrl-_1"	"30_pellet-med-ctrl-_2"	"31_pellet-med-ctrl-_3"	"32_pellet-med-ctrl-_4"
"768.37818_1.74"	NA	NA	NA	NA	94474325.4288093	NA	8067890.08211048	125803728.773902	20256358.3271081	5665544.9590532	10789595.2943849	15834283.8863612	104439845.149305	113690944.342022	132435939.899646	168441307.677404	98414464.2078343	100235371.912495	2169410.83646597	78790584.3457595	3671553.65692135	1931986.10698316	26102423.9763589	14609473.5554058	141268716.775383	103895371.939887	17845.1680182751	139879473.315079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"778.56191_1.92"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	297384752.603375	214599820.50333	65980071.1297729	128049250.394273	19301812.6813372	11549592.577516	4715086.54717398	12955845.6878195	27781095.7609426	22235807.2409151	43848406.3672148	38600886.3889661	74594819.8938654	27461097.5149671	18510996.560191	27936457.8619606	NA	NA	NA	NA
"778.56268_1.92"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24390834.474721	24707063.2165797	33737100.0698313	102848397.750777	20154097.8876425	12358867.9620121	4772998.10763525	12899884.8550326	29884439.4300304	21577207.0579397	39846494.6859173	42494087.1758197	70734455.3873984	18155001.2083879	18262076.2914317	17061180.9722132	NA	NA	NA	NA
"780.57622_1.85"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37545.206483507	NA	NA	NA	NA	NA	NA	NA	NA	1094342305.23951	918743375.614057	230651572.411869	499806794.380515	5606850.6694442	3437164.45425112	1089854.15517617	4194371.76980953	18198442.2669951	12676343.4173273	25505024.8469599	26774540.1412402	379671189.202295	152957514.13441	111418622.490511	154470311.114053	NA	NA	NA	NA
"780.57778_1.88"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	39596.4842755387	NA	NA	NA	NA	NA	NA	NA	NA	893568210.007413	779418911.845188	221858566.791863	441072587.373756	4252045.13164046	3343765.92514863	1125334.44894376	4194727.44630971	17193169.417788	13040108.0342638	25659271.248758	25160647.391426	350782889.86424	155298134.307003	118507501.895925	156116813.739853	NA	NA	NA	NA
"782.56469_3.95"	NA	NA	NA	NA	16568.4451564108	NA	NA	NA	307831.762213919	82852.1285210437	NA	120226.337589882	NA	NA	NA	NA	NA	NA	NA	NA	28685.0639537908	NA	NA	10275.315999383	NA	NA	NA	NA	NA	NA	NA	NA	1186408.69401225	5943960.57461708	6846453.82141255	35485531.0275853	6001417.88943655	3982487.45671591	1549800.92659326	4900323.08607615	1090000.39449789	2190947.64850738	17018750.4698097	10799341.0390033	26921482.72128	18208355.3568801	23720740.490491	33980884.9636266	39900.0476162771	NA	NA	NA
"782.60924_3.79"	NA	NA	NA	31890.5299454927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2561848.13103852	8413718.11531561	414686370.879866	4882852.47652756	NA	NA	NA	NA	NA	NA	NA	NA	10534014.881029	1255745.79973706	17996565.3578766	26561447.1990809	NA	NA	NA	NA
"783.59535_1.83"	NA	NA	NA	NA	NA	NA	NA	NA	1014292.41853156	309045.05395098	110417.518980384	44155.482491867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	58602.5342261171	NA	NA	NA	NA	NA	NA	NA	NA	1092729656.96098	859736492.171162	304361814.518125	602357466.512904	12214175.9829855	7590809.09081457	2769326.09910195	7624629.25910909	23865609.510488	7015896.47712444	38413542.4489538	35423771.5964602	525915567.725853	229685033.227058	214537344.195677	257743809.445981	NA	NA	NA	NA
"784.60562_1.87"	NA	9193.00211810562	NA	NA	NA	NA	NA	NA	3545966.58381315	586398.253704478	585785.154926634	105448.547116558	NA	NA	NA	NA	NA	NA	NA	NA	123327.774355289	NA	NA	470339.47002216	NA	NA	NA	NA	NA	NA	NA	NA	1819042612.9256	1283067751.07142	852143586.942828	1229376290.56082	17661909.2395295	10958313.3134238	3366504.62001046	9717252.38595015	32602391.9491352	23255435.118851	45760778.3879248	37981470.1255581	797770077.580184	432543650.874331	354703150.216474	578744797.163678	NA	NA	NA	NA
"784.60659_1.85"	NA	9174.8495152413	NA	NA	NA	NA	NA	NA	3333372.87688158	331045.732179351	523632.920861249	105240.327258253	NA	NA	NA	NA	NA	NA	NA	NA	59665.7848911759	NA	NA	469410.732543256	NA	NA	NA	NA	NA	NA	NA	NA	1808737999.85915	1264595731.32684	820513078.418869	1231436488.70077	16137074.9852026	10373997.0061134	3302531.49529385	9832759.93431997	32487880.4070369	25071292.5216146	41204707.0474837	41843002.0799981	798341036.319107	421644727.881601	331042773.411607	571200513.431439	NA	NA	NA	NA
"784.60738_1.81"	NA	9247.82581580189	NA	NA	NA	NA	NA	NA	2289533.82272489	269185.868667652	312987.277982391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	219077.530473095	NA	NA	NA	NA	NA	NA	NA	NA	1827225355.51399	1267450237.20249	852507991.204721	1241054649.59208	17236405.1158426	10635905.540095	2937461.14638081	9288267.92152588	26469283.2382454	8486810.45251635	43842397.545553	39886346.589958	790205971.472756	365414466.976215	357237401.323628	568189837.948341	NA	NA	NA	NA
"785.61085_1.82"	NA	NA	NA	NA	NA	NA	NA	NA	1366686.41947663	70141.4960914579	211125.885425503	44626.6503900977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133784.064137612	NA	NA	NA	NA	NA	NA	NA	NA	918230322.047608	636662415.218528	433512386.777219	622936172.829199	8445217.00961467	5055260.98243685	999353.15700794	3446372.71140555	15806141.1930916	12148397.701887	21325929.9465033	18041169.1702653	393833210.167299	213288809.534378	161816765.34681	289035366.908888	NA	NA	NA	NA
"788.5888_4.12"	NA	NA	NA	NA	NA	NA	NA	NA	75867.4855884246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	67827.9571634933	469818.365311867	NA	8733370.81966298	6585073.98427094	4766247.91096941	1015765.78480147	4252991.44036341	10163662.1513394	8711793.71328086	15851648.0397403	14228198.8306975	3524449.05214897	5106291.65117695	3460475.59217793	3696905.75411142	NA	NA	NA	NA
"791.54877_2.96"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83992659.7317431	274506986.517545	73739649.4677331	96958709.5540881	44330.5355897077	20391.2420467483	NA	NA	55402.0857544308	NA	222192.624764404	95527.0039788754	35293855.301807	67717764.2093231	10570189.0563486	20571318.1739665	NA	NA	NA	NA
"794.57634_2.91"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	540411870.099951	1321530181.87988	495533701.390283	406057270.806645	36687.4091304082	NA	NA	NA	NA	35837.3381874236	88029.7676621998	103035.041655121	131591730.899572	201025206.43443	24797396.399712	75928914.5925049	NA	NA	NA	NA
"795.58001_2.9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	256923754.314618	625896074.41834	238329063.633306	190181074.396486	NA	NA	NA	NA	NA	NA	NA	NA	57535600.9701336	80507965.4709096	9406468.60740465	33602113.7063613	NA	NA	NA	NA
"796.58301_2.9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68580523.5354642	169785743.998158	68042347.0678806	52179789.3374581	NA	NA	NA	NA	NA	NA	NA	NA	15032373.3398344	29203820.929067	3376755.03603645	11055213.6763936	NA	NA	NA	NA
"802.61691_1.94"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	290165165.884008	141619313.933489	28026017.5581982	184745843.888319	NA	NA	NA	NA	1150230.47031371	355372.055456499	1569676.70003897	733689.915505415	52657987.276423	6675318.99789724	20908529.6383318	40313511.6340474	NA	NA	NA	NA
"803.62079_1.93"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	169834171.269913	73463331.8366141	13968431.8780532	88535203.8530714	NA	NA	NA	NA	414054.741159118	112671.707708359	671319.908252154	146149.432889856	25632909.3551923	2884157.4763559	10681258.7230444	19818956.4289103	NA	NA	NA	NA
"807.59454_1.76"	NA	NA	NA	NA	NA	NA	NA	NA	44144.4294188221	41604.8846752966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	569663121.986369	497602689.610554	186625928.66561	368202093.236224	5456281.80795437	2854116.95323288	870238.440983772	3442048.27101817	12669238.2621288	7902388.6287905	17039822.6773296	16593231.7655766	212622502.802503	98573531.4783245	82242937.5225269	140437369.756467	NA	NA	NA	NA
"810.62053_1.78"	NA	NA	NA	NA	NA	NA	NA	NA	39191.8669595427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	56003681.7938984	38159591.0954484	93271518.4071743	70695656.1051227	671632.97182288	165083.022284094	NA	332825.57522964	975103.147113465	481207.549348247	1647285.74115143	1276952.07526714	31482116.5825678	19926525.5507889	17622488.6459232	30462396.4880524	NA	NA	NA	NA
"814.54434_2.88"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	476723042.758458	832253174.548137	357089668.340414	439328779.604127	13457681.6815567	7216299.61669735	706468.962465973	6150045.91997716	7240257.16709143	12906445.0428255	12567027.9918375	15054062.0459436	206648113.306687	476677091.052259	66559399.5202959	172937112.822573	NA	NA	NA	NA
"816.55765_2.84"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	179768629.693699	395539955.086251	239204581.21375	108667676.82394	1988706.54126844	1139162.65572239	80485.6302775544	1135711.52455437	998353.089976677	1856123.50044375	2942828.80936223	2641408.80651215	61793979.6858143	194245669.590871	25531407.3474215	72855872.1780256	NA	NA	NA	NA
"816.55974_2.83"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	277358008.690777	882248812.446897	195564555.23546	245330180.244849	479760.260884966	121700.369914732	34732.3306979143	393997.343759851	245030.526636522	132945.382516066	873373.954367631	1062701.07048729	92377615.5593881	102282993.184974	18212184.4836341	48271099.7655539	NA	NA	NA	NA
"817.56394_2.83"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	128892113.395051	425847926.016821	72451758.3005752	113247369.281858	71967.2590001067	NA	NA	NA	53287.3263154382	NA	87522.7312776415	NA	41973067.0119565	15963089.7890855	6195898.44432706	5004544.3603077	NA	NA	NA	NA
"824.60068_1.87"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	281279991.668501	51162164.2171251	19897013.8022256	168257149.288388	70870.1163634501	NA	NA	20236.331522635	6479515.68810765	3345895.36848661	7481606.92586054	4471108.4070871	57387651.5259435	7607497.72247326	23849657.4435398	37751701.3736934	NA	NA	NA	NA
"828.25807_12.9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	13031.6541297257	370752.801718541	37971.6940556169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34605.2182877004	118517.268690079	NA	NA	NA	NA	NA	NA	NA	NA	24890906.1363249	25998304.560951	7458018.5723317	61905738.4438366	NA	NA	NA	NA	NA	NA	NA	NA	7231125.89622211	66485649.2159676	12759061.8966244	14579682.1655327	NA	NA	NA	NA
"828.259_12.9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	24991.1827286319	497175.258046437	50053.3578282554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34884.5976707217	87231.649747606	NA	NA	NA	NA	NA	NA	NA	NA	25634974.0693729	26302970.2331192	7576122.35937881	61422632.0969187	NA	NA	NA	NA	NA	NA	NA	NA	8338285.49452353	68570340.845566	13227016.3759557	14907805.3788979	NA	NA	NA	NA
"828.54873_3.8"	NA	NA	NA	NA	NA	NA	NA	NA	127880.713173791	12899.1078222967	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	30013.5497443575	NA	7920.69313426852	31782.9375155678	NA	NA	NA	NA	NA	NA	NA	NA	5913745.93780645	18012400.045804	10760068.779552	86733043.101771	28998351.821248	17196383.7791162	6393705.28472634	19367620.8245509	34550376.9656775	28125622.7337504	51457222.8048315	50958983.9864704	58955549.2104331	48815810.216869	51155731.9484924	68366905.2499096	NA	NA	NA	NA
"828.55006_3.79"	NA	NA	NA	NA	NA	NA	NA	NA	120027.924968605	12973.5362598818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29760.0130971102	NA	7983.75187548697	21431.5852529745	NA	NA	NA	NA	NA	NA	NA	NA	5645580.82930953	17324452.8833559	12109716.7956076	86309110.4618288	19229906.729125	10520382.9803074	4730695.96226534	14134590.2970207	22625940.7805502	13666286.4219927	55112839.8427807	43117101.8115106	58841067.3005004	48777816.3123925	52588692.9975526	69720405.6932459	NA	NA	NA	NA
"828.55167_3.79"	NA	NA	NA	NA	NA	NA	NA	NA	106054.8586144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	29654.5645696465	NA	8136.26906064729	11810.7896298773	NA	NA	NA	NA	NA	NA	NA	NA	5158660.53043203	18245977.5941184	9184194.76832944	86599010.5621426	10679870.4813864	7121248.11535559	3055625.17237086	7706395.47110895	13190843.9515888	8039380.56737696	29826374.0413302	27143659.5015124	59270816.1405319	35725654.8488082	42895940.2812109	48092940.0187971	NA	NA	NA	NA
"829.2617_12.9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24148.533034905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12113.2636607164	NA	NA	NA	NA	NA	NA	NA	NA	8976627.3674419	9255464.4789091	2549051.1917703	22008387.8611417	NA	NA	NA	NA	NA	NA	NA	NA	2745303.56337023	24069264.0359111	4549889.62891111	4574502.62736256	NA	NA	NA	NA
"830.59059_1.75"	NA	NA	NA	NA	NA	NA	NA	NA	1726429.9950716	418445.770959576	157091.965735202	74340.9366720499	NA	NA	NA	NA	NA	NA	NA	NA	485028.983492106	358425.589250963	62989.3858633055	627094.805619183	NA	NA	NA	NA	NA	NA	NA	NA	584510931.427798	417441251.70176	262088678.537694	483746217.20468	72358937.1493138	37802048.9338995	15466863.0086552	41231054.8465597	125318219.042118	94008657.9389162	187827660.980945	170718981.102364	416469677.810819	227959773.387796	211716261.707195	325326107.717247	NA	NA	NA	NA
"832.60026_1.75"	NA	NA	NA	NA	NA	NA	NA	NA	139509.267936438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66730.3968259191	NA	NA	NA	NA	NA	NA	NA	NA	137741412.149235	103381434.061723	70551349.2932548	116488885.119009	15220332.0412239	7784471.97874343	3308505.33122377	8920710.24040108	29864559.3741056	22588240.5402236	41060166.6952595	37607090.5847778	95009374.8333546	56190602.4186033	47412928.993804	83221084.8365366	NA	NA	NA	NA
"834.64241_1.96"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16068691.6366734	11388393.1388438	16739750.719601	24357770.0863757	NA	NA	NA	NA	NA	NA	NA	NA	7422192.51714162	1004654.22887203	1549033.40409873	8062217.64863944	NA	NA	NA	NA
"838.6045_3.97"	NA	NA	NA	NA	NA	NA	NA	NA	331511.132749553	28634.2830049793	52416.2445662133	20752.3039871427	NA	NA	NA	NA	NA	7235.97619780749	NA	6987.48082528375	98420.2064826238	45917.6129399149	11894.7053635617	140095.210674934	NA	NA	NA	NA	NA	NA	NA	NA	97398.5049326447	930038.10661743	NA	16317131.7290241	15816975.6237797	10468767.4645377	4248571.95552501	12403396.9389059	9281390.55552976	9377861.12880698	31655141.2820361	27761265.3429249	14361410.3845725	9105393.39978896	12509753.6681799	14539127.1179732	NA	NA	NA	NA
"842.54239_4.34"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166984.741686452	886361.647670754	NA	7706136.33759108	8133373.32317367	4403874.09721318	1300943.27537033	5403878.19158678	11230183.1817811	10329407.8604168	15828079.6832213	15789533.8252386	6587606.72596273	7718587.91311679	6931139.38443232	9665526.48769814	NA	NA	NA	NA
"85.06503_9.82"	NA	NA	NA	NA	NA	NA	NA	NA	8087812.78118829	15336715.9249455	5114961.00222567	8691236.21868631	NA	NA	NA	NA	NA	NA	NA	NA	1205480.52882051	280655.750859072	2002873.3989319	705831.557043685	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"860.62216_2.03"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90711.6867068049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10590129.7737851	28386174.5644667	21053927.9716696	30892549.5019914	NA	NA	NA	NA	NA	NA	NA	NA	15031820.8080959	11739705.6505864	1984481.42255123	5959263.22593402	NA	NA	NA	NA
"862.63804_2.04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22846892.9192927	50113292.5725645	45179322.5389361	63486770.3142212	NA	NA	NA	NA	NA	NA	NA	NA	32192720.6427476	24637921.3352442	5622577.71348823	14240430.5756923	NA	NA	NA	NA
"864.65274_2.04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13073891.428028	24446249.3665443	39722978.6260266	48198418.6414885	NA	NA	NA	NA	NA	NA	NA	NA	14901401.0039046	11154982.8011098	2128279.80601291	9277674.3345431	NA	NA	NA	NA
"864.65376_2.02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14571619.7123055	28371216.2037181	40048032.8973861	51897745.7197984	NA	NA	NA	NA	NA	NA	NA	NA	15890499.3128028	10915443.2707709	2300129.80322587	9334546.56499198	NA	NA	NA	NA
"892.64863_2.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32316756.2066359	52924938.0160658	19859526.615363	36651408.1458906	NA	NA	NA	NA	NA	NA	NA	NA	19340721.966027	3999265.72158529	688960.907276604	1221301.01528467	NA	NA	NA	NA
"894.6643_2.07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	28399515.7026231	37962224.9137379	22648791.3787678	31588342.782945	NA	NA	NA	NA	NA	NA	NA	NA	14416939.1667207	1811609.50545147	482472.182031217	1310737.3064218	NA	NA	NA	NA
"906.61258_3.14"	NA	NA	NA	NA	NA	NA	NA	NA	260343.538925171	21083.1619949341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	46676.0335660662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74174114.2017068	95545977.6779341	186172933.48535	455244682.732393	75582534.1120703	48069849.8273886	20182831.6758528	45554616.854312	110783639.091815	99341352.0630575	130589120.693691	129480547.822707	150455901.639403	251556562.641315	119487700.370701	146242809.049295	NA	NA	NA	NA
"906.61387_3.12"	NA	NA	NA	NA	NA	NA	NA	NA	155181.409225829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73160730.4874539	92948173.6210143	191301749.706318	464000976.949705	81079978.5600207	49552552.789515	20565682.0848758	45654842.0039216	107872738.194679	38641187.7764584	135433368.793769	129444519.02701	147687301.231139	251913165.436799	123428311.568032	145881496.901538	NA	NA	NA	NA
"907.61765_3.12"	NA	NA	NA	NA	NA	NA	NA	NA	17694.0747973561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38747944.0133146	47429959.5162721	25026810.866949	243400952.284116	41622917.3285416	23174456.1162592	8151699.94639998	24413655.8388927	10648911.4567918	559118.562436397	69635687.6370736	66640632.5929635	77602954.9614786	24324063.7744731	59816052.3457474	8265080.66540912	NA	NA	NA	NA
"908.62763_3.13"	NA	NA	NA	NA	NA	NA	NA	NA	817291.956128129	363011.896297004	35609.6261637858	27009.7947943946	NA	NA	NA	NA	NA	NA	NA	NA	165446.197118664	39208.1851363301	NA	157251.248728938	NA	NA	NA	NA	NA	NA	NA	NA	47835979.260921	73337489.617017	200947134.183798	268686067.211061	28689665.8746099	50370586.3336282	3122180.72976996	3662838.86768454	80748638.9520255	53588757.7097528	81793317.9122657	100773269.49467	50413788.8476598	285002846.914779	136325948.8021	173931266.425335	NA	NA	NA	NA
"908.62851_3.11"	NA	NA	NA	NA	NA	NA	NA	NA	841893.20494091	265432.075451322	24036.6014105323	26730.9602018674	NA	NA	NA	NA	NA	NA	NA	NA	145107.370707048	17863.905996342	NA	132570.861046108	NA	NA	NA	NA	NA	NA	NA	NA	52214730.8462038	78710936.7466407	106343971.054271	413158164.184773	83310347.7729913	54867948.9384227	19069762.3648485	45118829.4763596	10956403.3322008	526063.189820146	105727933.401572	91344650.8624399	154426139.044078	108284134.975659	134665560.743347	65148254.1469389	NA	NA	NA	NA
"908.62949_3.1"	NA	NA	NA	NA	NA	NA	NA	NA	1548857.73294954	295708.490405547	23883.3872619173	84772.8172394627	NA	NA	NA	NA	NA	NA	NA	NA	166252.759071757	17947.2604969343	NA	159861.480728838	NA	NA	NA	NA	NA	NA	NA	NA	44446478.4353356	75662578.2577687	69585755.4011967	415079605.860566	81938933.9845675	52231102.4450517	21952884.8112475	51884243.415379	3874159.25439844	878793.969777422	101996690.641373	75792378.6069764	154104015.951995	62510643.2724364	125258219.487052	47245155.7012236	NA	NA	NA	NA
"909.63165_3.13"	NA	NA	NA	NA	NA	NA	NA	NA	491525.731479371	27462.8518198677	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22886.5769384103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25196272.2190834	39105250.953315	99705675.8275046	191197402.812112	39159318.3044415	28176494.5478758	8236852.11697555	17824528.6058731	37710178.0191313	34996421.6745219	51049010.3936976	47550203.356785	76776034.834912	141174570.140391	66998721.9480646	86248094.7006602	NA	NA	NA	NA
"950.58149_3.05"	18408.2242893757	41925.8848794218	85892.1071454166	41508.7737861477	NA	23795.8594453637	NA	NA	NA	NA	NA	NA	21794.51913677	NA	24959.7934294036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20083.3911766672	19114.1193140598	NA	42178.6779341404	9825250.75030001	13075916.1354297	13859330.6502917	74196910.2463607	18118019.6503492	11131616.4602532	1292809.80581124	8106559.3912574	38291471.9866581	34755203.6211356	39363334.1800305	40843066.7069217	37109524.5094096	85014905.4747618	39028913.7832677	44075833.5012897	NA	NA	NA	NA
"952.5969_3.04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22273.7065058776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41402.9527238924	15824197.182313	22213970.1163545	84178054.7509361	2348156.39456826	3935755.16937835	89908190.3224476	4750935.82098044	872827.723134101	234987355.484607	210428625.269804	3040034.79672156	134623776.47954	2896893.54141655	496918662.169934	219316656.737241	255856877.230005	NA	NA	NA	NA
"952.59834_3.02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21633.0120385211	46453463.7958014	78171821.8278704	56232497.8380271	477895305.066515	141514710.999594	80939165.3244573	37585555.2712637	95670723.566705	193311799.43544	3860303.66380276	288161393.946201	269524876.273974	232480153.7542	274689762.485667	221977309.537478	153070991.738454	NA	NA	NA	NA
